,NN,NG,KNN,Final,two_year_recid
1150,1,0,1,1,1
1151,0,0,1,1,1
1152,0,1,0,0,0
1153,0,1,0,0,0
1154,0,0,1,1,1
1155,1,1,1,1,0
1156,0,0,0,0,0
1157,0,0,0,1,0
1158,0,0,1,1,0
1159,1,1,0,1,0
1160,0,0,0,1,0
1161,1,0,1,1,1
1162,1,0,1,1,1
1163,1,0,0,1,0
1164,0,0,0,0,0
1165,0,0,0,0,0
1166,0,0,1,1,1
1167,0,0,1,1,1
1168,1,0,1,0,1
1169,0,0,0,1,0
1170,0,0,0,0,0
1171,0,0,0,0,0
1172,0,0,0,0,0
1173,1,0,1,1,1
1174,0,0,0,1,1
1175,0,0,1,0,1
1176,0,0,0,0,0
1177,0,0,0,0,0
1178,1,0,1,1,1
1179,1,0,1,1,1
1180,1,0,0,1,0
1181,0,0,0,0,0
1182,0,0,0,0,0
1183,0,0,1,0,1
1184,0,0,0,1,0
1185,0,0,0,0,0
1186,1,0,1,1,0
1187,0,0,0,0,0
1188,0,0,1,0,1
1189,0,0,0,0,0
1190,0,0,0,1,0
1191,0,0,0,1,0
1192,1,0,0,1,0
1193,0,0,0,1,0
1194,0,0,0,0,1
1195,0,0,0,1,1
1196,0,0,0,0,0
1197,1,0,0,0,0
1198,0,0,0,1,0
1199,0,0,0,1,1
1200,1,0,1,1,1
1201,1,0,1,0,1
1202,1,0,1,1,1
1203,0,0,0,1,0
1204,0,0,1,1,0
1205,1,0,1,0,0
1206,0,0,0,0,0
1207,1,0,0,0,1
1208,0,0,1,0,1
1209,0,0,1,1,1
1210,0,0,1,0,1
1211,0,0,1,0,0
1212,0,0,0,1,0
1213,0,0,0,0,0
1214,0,0,0,0,0
1215,0,0,0,1,0
1216,1,0,0,0,0
1217,0,0,1,1,1
1218,0,0,1,0,0
1219,0,0,0,1,0
1220,0,0,0,0,0
1221,0,0,1,1,1
1222,0,0,1,0,0
1223,0,0,1,0,1
1224,0,0,0,1,0
1225,1,1,1,1,1
1226,0,0,1,0,1
1227,1,1,1,1,1
1228,0,0,0,1,0
1229,0,0,0,1,0
1230,1,0,0,1,0
1231,1,0,1,1,0
1232,0,0,0,0,1
1233,1,0,1,1,0
1234,0,0,1,0,1
1235,1,1,1,1,1
1236,1,1,0,1,1
1237,0,0,0,0,0
1238,1,0,1,1,1
1239,0,0,0,0,1
1240,0,0,1,0,0
1241,0,0,0,1,0
1242,0,0,1,0,0
1243,1,0,0,0,1
1244,0,0,1,0,1
1245,0,0,0,0,0
1246,0,0,0,1,1
1247,0,0,1,0,0
1248,0,0,1,1,0
1249,0,0,0,1,1
1250,0,0,0,1,0
1251,0,0,0,0,0
1252,0,0,1,1,1
1253,1,1,1,1,1
1254,1,0,0,1,1
1255,1,0,1,1,1
1256,0,0,0,0,0
1257,0,0,1,1,0
1258,1,0,1,1,1
1259,1,0,0,1,0
1260,0,0,1,1,1
1261,0,0,0,0,0
1262,0,0,0,0,0
1263,0,0,0,1,0
1264,1,0,0,1,1
1265,0,0,0,1,0
1266,0,0,1,0,0
1267,0,0,0,0,1
1268,0,0,1,0,0
1269,0,0,0,0,0
1270,0,0,0,0,0
1271,1,0,0,0,0
1272,0,0,1,1,0
1273,0,0,1,1,1
1274,0,0,0,0,1
1275,0,0,0,1,0
1276,0,0,1,0,1
1277,0,0,0,0,0
1278,1,0,0,0,1
1279,1,0,1,1,1
1280,0,0,0,0,0
1281,0,0,0,0,0
1282,0,0,0,1,0
1283,0,0,0,0,0
1284,0,0,0,0,0
1285,0,0,1,0,0
1286,0,0,0,1,0
1287,1,0,1,1,1
1288,0,0,0,0,0
1289,0,0,0,0,0
1290,0,0,0,0,0
1291,0,0,1,1,1
1292,0,0,0,1,0
1293,0,0,0,1,0
1294,0,0,1,1,1
1295,0,0,0,0,1
1296,0,0,0,1,1
1297,1,0,1,1,1
1298,0,0,1,1,1
1299,0,0,1,0,0
1300,1,0,0,1,0
1301,0,0,1,1,1
1302,0,0,0,1,1
1303,0,0,1,0,0
1304,0,0,0,1,0
1305,1,1,1,1,1
1306,1,1,1,0,1
1307,1,0,1,1,0
1308,0,0,0,0,0
1309,0,0,0,0,0
1310,1,0,0,1,1
1311,0,0,1,0,1
1312,0,0,0,0,0
1313,0,0,0,1,0
1314,0,0,1,1,0
1315,0,0,0,1,1
1316,1,1,1,1,1
1317,0,0,0,0,0
1318,0,0,0,1,0
1319,0,0,0,0,0
1320,0,0,0,0,0
1321,0,0,0,0,0
1322,0,0,0,1,0
1323,1,0,1,1,1
1324,1,1,1,0,1
1325,0,0,1,1,1
1326,0,0,1,1,1
1327,0,0,0,0,0
1328,0,0,0,0,0
1329,0,0,0,0,0
1330,1,0,1,1,0
1331,1,0,0,1,0
1332,1,1,1,1,1
1333,1,0,1,0,1
1334,0,0,0,0,0
1335,0,0,1,0,1
1336,0,0,1,1,1
1337,0,0,0,0,0
1338,1,1,0,0,0
1339,0,0,1,1,1
1340,0,0,1,0,0
1341,1,0,1,1,0
1342,0,0,1,0,0
1343,0,0,0,0,0
1344,1,0,1,1,1
1345,0,0,0,1,0
1346,0,0,0,1,0
1347,0,0,0,0,0
1348,1,0,1,1,1
1349,0,0,0,0,0
1350,0,0,0,1,1
1351,0,0,0,0,0
1352,1,1,1,0,1
1353,0,0,0,1,1
1354,0,0,0,0,1
1355,0,0,0,0,0
1356,0,0,0,0,0
1357,1,1,0,1,0
1358,0,0,0,1,0
1359,0,0,0,1,0
1360,0,0,0,0,0
1361,1,1,1,1,1
1362,0,0,0,0,0
1363,0,0,0,1,0
1364,0,0,0,0,0
1365,1,0,1,1,1
1366,1,0,1,1,1
1367,0,0,1,1,0
1368,0,0,0,0,0
1369,0,0,1,1,1
1370,0,0,0,1,0
1371,0,0,0,1,0
1372,1,1,1,1,0
1373,0,0,0,0,0
1374,1,1,1,1,1
1375,0,0,1,0,0
1376,0,0,0,0,0
1377,1,0,1,1,0
1378,0,0,1,0,1
1379,1,0,0,1,0
1380,1,0,1,1,1
1381,1,1,1,1,1
1382,1,0,1,1,1
1383,1,1,1,1,0
1384,0,0,0,0,1
1385,0,0,0,0,0
1386,0,0,1,1,1
1387,1,0,0,1,1
1388,0,1,0,0,0
1389,1,1,0,1,1
1390,0,0,0,1,0
1391,0,0,1,1,1
1392,0,0,1,0,1
1393,1,1,1,0,1
1394,0,0,1,1,0
1395,1,1,1,1,1
1396,0,0,1,0,1
1397,1,0,1,1,1
1398,0,0,1,1,1
1399,0,0,0,1,0
1400,1,0,1,1,1
1401,0,0,0,1,0
1402,1,1,1,1,0
1403,0,0,0,1,1
1404,0,0,0,1,1
1405,0,0,0,1,0
1406,0,0,1,0,0
1407,0,0,0,1,0
1408,0,0,0,0,0
1409,0,0,0,0,1
1410,1,0,1,1,1
1411,0,0,1,1,0
1412,0,0,0,1,0
1413,1,0,0,1,0
1414,1,0,1,0,0
1415,0,0,0,0,1
1416,1,0,1,0,1
1417,0,0,1,1,0
1418,0,0,1,0,1
1419,1,1,1,1,1
1420,0,0,0,0,1
1421,0,0,0,1,0
1422,1,1,1,1,1
1423,0,0,1,1,1
1424,0,0,0,0,1
1425,0,0,0,1,0
1426,1,0,0,1,1
1427,0,0,0,0,0
1428,1,0,1,1,1
1429,0,0,0,0,0
1430,1,1,0,1,1
1431,0,0,0,0,0
1432,0,0,0,1,0
1433,0,0,0,0,0
1434,0,0,0,1,0
1435,1,0,1,1,1
1436,0,0,1,0,1
1437,1,0,1,1,1
1438,1,0,1,1,1
1439,0,0,0,1,1
1440,1,0,1,1,1
1441,0,0,0,0,0
1442,1,0,1,0,0
1443,0,0,0,0,0
1444,1,1,1,1,1
1445,0,0,0,0,1
1446,0,0,0,0,0
1447,0,0,0,0,0
1448,0,0,0,0,0
1449,0,1,0,1,1
1450,1,1,1,1,1
1451,1,1,1,1,1
1452,1,0,1,1,1
1453,0,0,0,0,0
1454,1,0,1,1,0
1455,0,0,0,1,1
1456,1,0,1,1,0
1457,1,0,0,1,0
1458,1,0,1,1,1
1459,0,0,0,1,0
1460,1,0,1,0,0
1461,1,1,1,1,1
1462,0,0,0,0,0
1463,1,1,1,1,1
1464,0,0,0,0,0
1465,0,0,0,1,0
1466,0,0,0,0,1
1467,1,0,0,0,0
1468,0,0,0,0,0
1469,0,0,0,0,1
1470,0,0,0,0,0
1471,1,0,0,1,0
1472,0,0,0,1,0
1473,1,1,1,1,1
1474,0,0,0,0,0
1475,1,1,0,1,1
1476,0,0,0,1,0
1477,1,0,1,1,1
1478,0,0,0,0,1
1479,0,0,1,1,0
1480,1,1,1,1,1
1481,0,0,0,0,1
1482,0,0,0,0,0
1483,1,0,1,1,1
1484,0,0,0,0,0
1485,1,0,0,1,0
1486,0,0,0,1,0
1487,1,1,1,1,1
1488,1,1,1,1,1
1489,0,0,1,0,1
1490,0,0,0,0,0
1491,0,0,0,0,0
1492,0,0,0,0,0
1493,0,0,0,1,0
1494,1,0,1,1,1
1495,1,0,1,1,1
1496,1,0,1,1,1
1497,1,1,1,1,1
1498,0,0,0,0,0
1499,0,0,0,0,0
1500,0,0,0,1,0
1501,0,0,1,0,1
1502,1,0,0,0,0
1503,0,0,1,0,1
1504,0,0,0,1,0
1505,0,0,0,0,0
1506,1,0,1,1,1
1507,1,0,1,0,1
1508,0,0,0,0,1
1509,1,0,1,1,1
1510,1,1,1,1,0
1511,0,0,1,0,1
1512,1,1,0,1,0
1513,1,1,1,1,1
1514,0,0,0,1,0
1515,1,1,1,1,1
1516,0,0,0,0,0
1517,0,0,0,1,1
1518,1,0,1,1,1
1519,1,1,1,1,1
1520,0,0,0,0,0
1521,0,0,1,0,1
1522,1,0,1,1,0
1523,0,0,0,0,0
1524,0,0,1,1,1
1525,0,0,0,1,0
1526,1,0,1,1,1
1527,0,0,0,0,0
1528,0,0,0,0,0
1529,0,0,1,1,1
1530,0,0,1,0,1
1531,0,0,1,0,1
1532,0,0,0,1,0
1533,1,0,1,0,0
1534,0,0,1,1,1
1535,0,0,1,1,0
1536,0,0,0,1,0
1537,0,0,0,0,0
1538,0,0,0,1,1
1539,0,0,0,0,0
1540,0,0,0,1,0
1541,0,0,0,0,0
1542,0,0,1,1,0
1543,1,1,1,1,1
1544,0,0,0,0,0
1545,0,0,0,0,1
1546,1,1,1,1,1
1547,0,0,0,0,0
1548,1,1,0,0,1
1549,0,0,0,0,1
1550,1,0,1,0,1
1551,0,0,1,1,0
1552,0,0,0,0,0
1553,1,1,1,1,1
1554,1,1,1,1,1
1555,0,0,1,1,0
1556,0,0,0,0,1
1557,0,0,0,1,0
1558,0,0,0,1,0
1559,0,0,0,1,1
1560,1,1,1,1,0
1561,0,0,0,1,0
1562,1,1,1,1,1
1563,1,1,0,1,0
1564,0,0,0,1,0
1565,0,0,0,0,0
1566,0,0,0,0,1
1567,0,0,0,0,0
1568,0,0,0,1,0
1569,0,1,0,1,0
1570,1,1,1,1,0
1571,0,0,0,0,0
1572,0,0,0,0,1
1573,0,0,0,1,0
1574,0,0,1,0,1
1575,0,0,0,0,0
1576,0,0,0,0,0
1577,1,0,1,1,1
1578,0,0,0,0,1
1579,1,0,1,1,1
1580,1,1,0,1,0
1581,0,0,1,0,0
1582,0,0,1,1,1
1583,0,0,0,0,0
1584,0,0,0,1,0
1585,0,0,1,0,0
1586,0,0,0,0,0
1587,0,0,0,0,0
1588,0,0,0,1,0
1589,1,1,0,1,1
1590,0,0,0,1,0
1591,0,0,0,1,0
1592,1,0,1,1,1
1593,0,0,1,1,1
1594,0,0,1,0,1
1595,0,0,0,1,0
1596,0,0,0,0,1
1597,0,0,0,1,0
1598,1,0,0,1,0
1599,0,0,0,0,0
1600,0,0,0,0,0
1601,0,0,1,1,1
1602,0,0,0,1,0
1603,1,0,0,1,0
1604,0,0,1,1,0
1605,0,0,0,0,0
1606,0,0,0,1,0
1607,0,0,0,1,0
1608,1,1,1,1,0
1609,1,0,1,1,1
1610,0,0,0,0,0
1611,1,1,1,1,1
1612,1,1,1,1,1
1613,0,0,0,1,0
1614,1,0,1,1,1
1615,0,0,0,0,0
1616,0,0,0,0,0
1617,0,0,0,1,0
1618,0,0,0,1,0
1619,1,0,1,1,0
1620,0,0,0,1,1
1621,0,0,0,0,1
1622,0,0,0,1,0
1623,1,0,1,1,1
1624,1,0,1,1,1
1625,0,0,1,0,1
1626,1,0,0,0,0
1627,0,0,1,0,0
1628,0,0,0,0,0
1629,0,0,0,0,0
1630,0,0,0,0,1
1631,0,0,1,1,0
1632,0,0,0,1,0
1633,1,0,1,1,1
1634,0,0,1,1,1
1635,1,0,1,1,0
1636,1,0,1,0,1
1637,0,0,0,1,0
1638,1,1,1,1,1
1639,1,1,1,1,1
1640,1,1,1,1,1
1641,1,1,1,1,0
1642,1,0,0,0,0
1643,1,0,1,1,0
1644,1,1,1,1,0
1645,1,1,1,1,1
1646,1,0,1,1,1
1647,0,0,0,0,0
1648,1,1,1,1,0
1649,0,0,1,1,0
1650,0,0,0,1,0
1651,0,0,0,0,0
1652,1,0,1,1,1
1653,0,0,1,1,1
1654,1,1,1,1,1
1655,1,1,0,1,0
1656,0,0,1,0,1
1657,0,0,0,0,1
1658,1,1,0,1,0
1659,0,0,1,0,0
1660,0,0,0,0,0
1661,0,0,1,1,1
1662,1,0,0,0,0
1663,0,0,0,0,0
1664,1,0,1,1,1
1665,1,1,0,1,0
1666,1,1,1,1,1
1667,0,0,1,0,0
1668,0,0,1,1,1
1669,0,0,0,0,0
1670,0,0,0,0,0
1671,0,0,1,1,0
1672,0,0,0,0,0
1673,1,1,1,1,0
1674,1,0,1,1,1
1675,0,0,0,1,1
1676,1,0,1,1,0
1677,0,0,1,0,1
1678,0,0,0,1,0
1679,0,0,0,0,0
1680,1,1,1,1,1
1681,0,0,0,0,0
1682,1,1,1,1,1
1683,0,0,1,1,1
1684,0,0,0,0,1
1685,1,0,0,1,0
1686,0,0,1,0,1
1687,1,1,1,1,1
1688,1,1,1,1,1
1689,0,0,0,0,0
1690,0,0,0,0,0
1691,1,0,1,1,1
1692,0,0,0,0,0
1693,0,0,1,0,0
1694,1,0,0,1,0
1695,0,0,1,1,0
1696,0,0,0,1,0
1697,0,0,0,1,0
1698,1,0,1,1,1
1699,0,0,0,1,1
1700,0,0,0,1,0
1701,0,0,0,0,0
1702,0,0,0,0,0
1703,0,0,0,0,0
1704,0,0,1,1,0
1705,1,0,1,1,1
1706,0,0,0,1,0
1707,1,1,1,1,0
1708,0,0,0,0,0
1709,0,0,1,0,1
1710,1,1,1,1,0
1711,0,0,0,0,0
1712,0,0,0,1,0
1713,0,0,0,0,0
1714,0,0,0,1,0
1715,1,0,0,1,0
1716,0,0,0,0,0
1717,1,0,0,1,0
1718,1,1,1,1,1
1719,1,0,1,0,0
1720,1,0,1,1,1
1721,0,0,1,0,1
1722,1,0,0,1,0
1723,0,0,1,0,1
1724,0,0,0,1,0
1725,1,1,1,1,0
1726,0,0,0,0,0
1727,1,1,1,1,1
1728,1,0,1,1,1
1729,1,0,1,1,1
1730,1,1,0,0,0
1731,0,0,0,1,0
1732,0,0,0,0,0
1733,1,1,0,0,0
1734,0,0,0,1,0
1735,0,0,0,1,1
1736,0,0,1,1,0
1737,0,0,0,0,0
1738,0,0,0,1,0
1739,0,0,0,0,0
1740,1,0,1,1,0
1741,0,0,0,1,0
1742,0,0,0,0,0
1743,0,0,0,1,0
1744,0,0,0,0,0
1745,0,0,0,0,0
1746,1,0,1,1,1
1747,1,0,0,1,0
1748,0,0,0,1,1
1749,0,0,1,1,1
1750,0,0,0,1,0
1751,0,1,0,1,0
1752,0,0,0,0,0
1753,1,1,1,1,1
1754,1,1,0,1,1
1755,1,1,0,0,0
1756,0,0,1,0,1
1757,1,0,0,0,0
1758,0,0,0,0,0
1759,0,0,1,0,0
1760,0,0,0,1,0
1761,0,0,0,1,0
1762,0,0,0,0,0
1763,0,0,0,0,0
1764,0,0,0,0,0
1765,0,0,0,1,0
1766,0,0,0,0,0
1767,0,0,0,1,1
1768,0,0,1,0,0
1769,0,0,1,1,1
1770,0,0,0,1,0
1771,0,0,0,0,1
1772,0,0,0,0,0
1773,1,0,0,1,0
1774,0,0,0,0,1
1775,0,0,0,0,0
1776,0,0,0,0,0
1777,0,0,0,1,1
1778,0,0,0,1,0
1779,1,0,0,1,0
1780,1,0,0,1,0
1781,0,0,1,1,1
1782,0,0,0,0,0
1783,0,0,0,0,0
1784,1,0,1,1,1
1785,0,0,0,0,1
1786,1,0,1,1,1
1787,0,0,0,1,0
1788,1,1,1,1,1
1789,1,1,1,1,0
1790,1,0,0,1,1
1791,0,0,1,0,1
1792,0,0,0,0,0
1793,1,0,1,1,1
1794,0,0,0,0,0
1795,1,1,1,1,1
1796,0,0,0,0,0
1797,1,1,1,1,1
1798,1,1,0,1,1
1799,1,0,1,1,1
1800,0,0,0,1,0
1801,1,0,1,1,1
1802,0,0,1,0,1
1803,0,0,0,1,0
1804,0,0,1,1,1
1805,1,0,1,0,1
1806,0,0,1,0,0
1807,0,0,0,1,0
1808,0,0,0,1,0
1809,0,0,0,0,0
1810,0,0,0,0,0
1811,1,0,1,1,1
1812,0,0,0,0,0
1813,0,0,0,1,0
1814,1,1,1,1,0
1815,0,0,1,0,0
1816,1,0,1,1,1
1817,0,0,0,1,0
1818,0,0,0,0,0
1819,1,0,1,1,1
1820,0,0,0,1,1
1821,0,0,1,1,0
1822,0,0,0,1,0
1823,0,0,0,1,1
1824,1,0,1,1,1
1825,1,0,0,1,1
1826,1,0,0,1,0
1827,0,0,0,0,0
1828,0,0,0,0,0
1829,0,0,0,0,0
1830,1,1,1,1,1
1831,0,0,0,1,0
1832,0,0,0,0,1
1833,0,0,0,1,0
1834,0,0,0,0,1
1835,0,0,0,1,0
1836,1,0,1,1,0
1837,1,1,1,1,0
1838,1,1,1,1,1
1839,0,0,1,0,1
1840,0,0,0,1,0
1841,0,0,0,0,0
1842,1,0,1,1,1
1843,0,0,0,0,0
1844,1,1,1,1,1
1845,0,0,0,1,0
1846,0,0,0,0,0
1847,1,1,1,1,1
1848,0,0,1,1,1
1849,0,0,0,0,0
1850,0,0,1,1,1
1851,0,0,0,0,0
1852,0,0,1,0,0
1853,0,0,1,1,1
1854,1,0,1,0,1
1855,0,0,0,0,1
1856,1,0,0,1,0
1857,0,0,0,0,0
1858,0,0,1,0,0
1859,1,0,1,1,1
1860,0,0,1,0,1
1861,0,0,0,0,0
1862,1,1,1,1,0
1863,0,0,1,1,1
1864,0,0,0,0,0
1865,1,0,1,1,1
1866,1,0,1,1,1
1867,0,0,1,0,1
1868,0,0,1,1,1
1869,0,0,1,1,0
1870,0,0,1,1,0
1871,1,1,1,1,1
1872,0,0,1,0,1
1873,1,0,1,1,0
1874,1,0,1,0,0
1875,1,1,1,1,1
1876,0,0,0,0,0
1877,0,0,1,0,1
1878,1,1,1,1,1
1879,1,0,1,1,1
1880,1,0,1,1,1
1881,0,0,0,1,0
1882,0,0,0,1,0
1883,0,0,0,0,0
1884,0,0,1,1,1
1885,1,0,1,0,1
1886,1,1,1,1,1
1887,0,0,0,0,1
1888,1,0,0,1,1
1889,0,0,1,1,1
1890,0,0,0,1,0
1891,0,0,0,1,0
1892,1,0,0,1,1
1893,1,1,1,1,1
1894,1,1,1,1,1
1895,1,0,1,1,1
1896,0,0,1,0,0
1897,1,1,1,1,1
1898,0,0,1,1,1
1899,0,0,0,0,0
1900,1,0,1,1,0
1901,1,0,1,1,1
1902,0,0,1,0,1
1903,0,0,0,0,0
1904,1,1,1,1,1
1905,1,0,1,0,0
1906,1,0,1,1,1
1907,0,0,0,1,0
1908,0,0,1,1,1
1909,1,0,1,1,1
1910,0,0,1,1,0
1911,0,0,0,1,0
1912,0,0,1,0,1
1913,1,1,1,1,0
1914,0,0,0,1,0
1915,0,0,0,0,1
1916,1,0,1,1,0
1917,1,0,0,1,1
1918,0,0,0,1,0
1919,0,0,0,0,0
1920,0,0,0,0,0
1921,0,0,0,1,1
1922,1,0,0,1,1
1923,0,0,0,1,0
1924,1,0,0,0,0
1925,1,0,1,1,1
1926,0,0,0,1,0
1927,0,0,0,0,0
1928,1,0,1,1,1
1929,0,0,1,1,1
1930,0,0,0,0,0
1931,0,1,0,0,0
1932,1,0,0,0,1
1933,0,0,1,1,0
1934,1,0,1,1,0
1935,0,0,0,0,0
1936,1,0,0,1,0
1937,0,0,0,0,1
1938,0,0,1,1,0
1939,0,0,0,0,0
1940,1,0,0,1,0
1941,0,0,0,0,0
1942,1,0,0,1,0
1943,0,0,0,0,0
1944,0,0,1,0,1
1945,0,0,0,0,0
1946,0,0,1,0,0
1947,1,0,0,0,1
1948,0,0,1,0,0
1949,0,0,0,1,1
1950,0,0,1,1,1
1951,0,0,0,1,0
1952,0,0,0,0,0
1953,0,0,1,1,1
1954,0,0,1,1,1
1955,1,0,0,1,0
1956,0,0,0,0,0
1957,1,0,0,1,0
1958,0,0,1,0,1
1959,0,0,0,0,0
1960,0,0,0,0,0
1961,0,0,0,0,1
1962,0,0,0,0,0
1963,0,0,0,1,0
1964,0,0,0,0,1
1965,0,0,0,1,0
1966,1,1,1,0,1
1967,1,1,1,1,0
1968,0,0,0,1,0
1969,1,1,1,1,1
1970,0,0,0,0,0
1971,0,0,0,0,0
1972,1,0,0,1,1
1973,1,0,1,0,0
1974,0,0,0,1,1
1975,0,0,0,1,0
1976,0,0,0,1,0
1977,1,0,1,1,1
1978,0,0,1,0,1
1979,0,0,0,0,1
1980,0,0,0,0,0
1981,1,1,1,1,1
1982,0,0,0,0,0
1983,1,1,1,1,1
1984,0,0,0,0,0
1985,0,0,1,1,1
1986,0,0,0,1,1
1987,1,1,0,1,0
1988,1,0,1,1,1
1989,1,1,1,1,0
1990,1,0,0,1,0
1991,0,0,0,0,0
1992,1,0,1,1,0
1993,0,0,1,0,0
1994,1,0,1,0,0
1995,0,0,0,1,0
1996,0,0,0,0,1
1997,0,0,0,0,0
1998,0,0,0,0,1
1999,0,0,1,0,0
2000,0,0,0,0,0
2001,1,0,0,1,0
2002,0,0,0,0,0
2003,0,0,0,0,0
2004,0,0,0,0,0
2005,0,0,0,1,0
2006,1,0,1,1,1
2007,0,0,1,1,0
2008,0,0,0,0,0
2009,0,0,0,0,0
2010,1,1,1,1,1
2011,1,0,0,1,0
2012,0,0,0,0,0
2013,0,0,1,0,1
2014,0,0,0,0,0
2015,0,0,0,0,0
2016,0,0,0,0,0
2017,1,0,1,1,0
2018,0,0,0,1,0
2019,0,0,1,1,0
2020,1,1,1,1,1
2021,0,0,0,0,1
2022,0,0,0,0,0
2023,0,0,0,1,0
2024,0,0,0,0,0
2025,1,1,0,1,1
2026,0,0,0,0,0
2027,0,0,0,0,0
2028,0,0,0,0,0
2029,0,0,0,1,0
2030,0,0,1,0,1
2031,1,1,1,1,0
2032,0,0,0,0,0
2033,0,0,1,1,1
2034,0,0,0,1,1
2035,0,0,1,1,0
2036,1,0,1,0,1
2037,1,0,1,1,1
2038,0,0,0,1,0
2039,0,0,1,1,1
2040,0,0,0,0,0
2041,0,0,0,0,0
2042,1,1,0,1,0
2043,1,0,1,1,1
2044,1,0,1,1,1
2045,0,0,0,0,1
2046,1,1,1,1,0
2047,0,0,0,0,0
2048,0,0,0,0,0
2049,1,1,0,1,1
2050,0,0,0,1,0
2051,1,0,1,1,1
2052,1,1,0,1,1
2053,1,1,1,1,1
2054,0,0,1,1,1
2055,0,0,0,1,0
2056,0,0,0,0,0
2057,0,0,0,0,0
2058,0,0,0,1,1
2059,0,0,0,0,0
2060,0,0,0,1,0
2061,0,0,1,1,0
2062,0,0,0,1,0
2063,1,0,1,1,1
2064,0,0,0,0,0
2065,1,0,1,1,1
2066,0,0,0,0,0
2067,1,1,1,1,1
2068,0,0,1,0,1
2069,1,0,1,1,1
2070,1,1,1,1,1
2071,0,0,0,0,0
2072,0,0,1,0,1
2073,0,0,1,1,1
2074,0,0,1,0,1
2075,0,0,0,1,0
2076,1,0,1,1,1
2077,1,1,0,1,1
2078,1,1,1,1,1
2079,1,0,0,1,0
2080,0,0,0,0,1
2081,0,0,0,0,0
2082,0,0,0,0,0
2083,1,1,1,1,1
2084,0,0,1,0,0
2085,0,0,0,0,0
2086,0,0,0,0,0
2087,0,0,0,0,0
2088,0,0,0,1,0
2089,0,0,0,1,1
2090,0,0,0,0,0
2091,0,1,0,0,0
2092,0,0,0,1,0
2093,1,0,0,1,0
2094,0,0,0,0,0
2095,0,0,0,0,0
2096,1,0,1,1,0
2097,0,0,0,1,1
2098,0,0,1,0,1
2099,0,0,0,1,0
2100,0,0,1,1,0
2101,0,0,0,0,0
2102,1,1,0,1,0
2103,1,0,1,1,1
2104,1,0,0,0,1
2105,1,0,1,1,0
2106,0,0,0,0,1
2107,1,0,0,1,0
2108,0,0,0,0,0
2109,0,0,0,0,0
2110,1,0,0,1,0
2111,1,1,1,1,1
2112,0,0,0,1,0
2113,1,1,1,1,1
2114,1,0,0,1,0
2115,1,1,1,1,0
2116,0,0,0,0,1
2117,0,0,0,1,0
2118,0,0,0,0,0
2119,0,0,0,1,1
2120,0,0,0,0,0
2121,0,0,0,0,0
2122,1,1,1,1,1
2123,1,1,1,1,1
2124,0,0,0,0,0
2125,1,0,1,1,1
2126,0,0,1,0,0
2127,0,0,1,0,0
2128,1,1,1,1,1
2129,1,1,1,0,1
2130,1,1,1,1,1
2131,1,0,1,0,1
2132,0,0,1,1,0
2133,1,0,1,1,1
2134,0,0,1,1,1
2135,1,0,0,1,1
2136,0,0,0,1,0
2137,1,1,1,1,1
2138,0,0,1,1,1
2139,0,0,1,0,1
2140,1,1,1,0,1
2141,1,1,1,1,1
2142,1,1,0,1,0
2143,0,0,0,1,0
2144,1,0,1,1,1
2145,0,0,0,0,0
2146,0,0,0,0,0
2147,0,0,1,1,1
2148,0,0,0,1,0
2149,1,0,1,1,0
2150,1,0,1,0,1
2151,1,1,1,1,1
2152,0,0,0,0,0
2153,0,0,0,0,1
2154,0,0,0,0,0
2155,0,0,0,1,0
2156,0,0,0,0,0
2157,1,0,0,1,1
2158,0,1,0,0,0
2159,0,0,0,1,0
2160,0,0,0,1,0
2161,0,0,0,0,0
2162,0,0,1,1,1
2163,1,0,1,1,0
2164,0,0,0,0,0
2165,0,0,0,0,0
2166,0,0,0,0,1
2167,0,0,1,1,1
2168,0,0,0,1,0
2169,0,0,0,0,0
2170,1,0,1,0,0
2171,0,1,1,1,1
2172,0,0,0,1,1
2173,1,0,1,1,1
2174,0,0,0,1,0
2175,0,0,1,0,1
2176,0,0,1,0,1
2177,1,1,1,1,1
2178,0,0,1,1,0
2179,0,0,0,0,0
2180,1,1,1,1,1
2181,1,0,1,0,0
2182,0,0,0,0,1
2183,1,1,1,0,1
2184,0,0,1,1,1
2185,0,0,0,0,0
2186,1,0,1,1,1
2187,1,0,1,1,1
2188,0,0,1,0,1
2189,0,0,0,1,0
2190,0,0,0,0,1
2191,0,0,1,0,1
2192,0,0,0,1,0
2193,0,0,0,1,0
2194,0,0,0,0,0
2195,1,1,1,1,1
2196,0,0,1,0,1
2197,0,0,1,0,0
2198,1,1,1,1,1
2199,0,0,1,1,1
2200,1,0,1,0,1
2201,0,0,0,1,1
2202,1,0,1,1,0
2203,0,0,1,1,1
2204,0,0,0,0,0
2205,0,0,0,1,0
2206,0,0,0,0,0
2207,0,0,0,1,0
2208,0,0,1,1,1
2209,1,0,1,1,1
2210,1,1,1,1,0
2211,0,1,0,1,0
2212,1,0,1,1,1
2213,0,0,1,0,1
2214,0,0,0,0,0
2215,1,1,1,1,1
2216,0,0,0,0,0
2217,1,1,1,1,1
2218,1,0,1,1,1
2219,0,0,1,1,1
2220,0,0,0,0,0
2221,0,0,0,0,0
2222,1,1,0,1,1
2223,1,1,1,1,0
2224,0,0,0,0,1
