sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
1,24,0,0,0,0,1,1,6,0
1,44,0,0,0,0,1,0,96,0
1,46,0,0,0,0,0,0,12,0
1,37,0,0,0,0,6,0,75,0
1,26,0,0,0,0,10,1,5,1
1,27,0,0,1,0,10,0,13,1
1,40,1,0,0,0,1,0,144,0
0,60,1,0,0,0,9,0,5,1
1,53,1,0,0,0,1,0,5,0
1,26,0,0,1,0,8,0,145,0
1,28,0,0,0,0,0,0,11,0
1,23,2,0,0,0,0,1,68,0
0,46,1,0,0,0,2,0,12,0
1,23,0,0,0,0,0,0,53,1
1,37,0,0,0,0,5,0,41,1
1,44,0,0,0,1,1,1,146,0
1,50,0,0,0,0,18,0,13,1
1,45,0,0,0,0,0,1,68,0
1,22,0,0,0,0,1,0,5,0
1,26,1,0,0,0,1,0,5,1
1,62,1,0,0,0,0,0,147,0
1,34,1,0,0,0,0,1,84,1
1,24,2,0,0,0,1,0,42,0
1,21,1,0,0,0,0,1,6,0
1,25,1,0,0,0,0,0,148,1
1,68,1,0,0,0,0,1,132,0
1,41,1,0,0,0,2,1,84,0
1,21,1,0,0,0,1,0,5,0
0,37,2,0,0,0,1,0,12,0
1,22,0,0,0,0,0,0,21,0
1,38,1,0,0,0,11,0,5,1
1,42,1,0,0,0,1,0,5,0
1,22,1,0,1,1,1,0,5,1
1,45,0,0,0,0,0,0,87,1
0,36,0,0,0,0,4,0,129,1
1,48,0,0,0,0,2,0,149,0
0,45,1,0,0,0,1,0,5,0
1,23,0,0,0,1,6,0,12,1
1,24,0,0,0,0,0,0,150,0
1,29,0,0,0,0,0,0,12,0
1,24,0,0,0,0,0,0,15,0
1,50,0,0,0,0,11,0,144,0
1,34,0,0,1,0,10,0,5,1
1,23,0,0,0,0,0,0,12,0
0,22,1,0,0,0,0,1,79,0
1,36,5,0,0,0,0,0,75,0
1,30,1,0,0,0,22,0,3,1
1,21,0,0,0,0,0,0,151,1
0,53,1,0,0,0,0,0,3,0
1,24,1,0,0,0,1,0,3,0
1,25,0,0,1,1,7,1,5,1
0,25,0,0,0,0,1,1,5,0
1,71,0,0,0,0,8,0,13,0
1,39,0,0,4,0,10,1,5,0
0,37,0,0,0,0,0,0,3,0
1,20,0,0,0,2,0,0,3,1
0,29,0,0,0,0,3,0,3,0
1,22,0,0,0,0,2,0,3,1
1,26,0,0,0,0,4,0,1,1
1,35,2,0,0,0,5,0,5,0
0,47,0,0,0,0,19,0,3,1
1,21,5,0,0,0,1,0,4,1
0,23,5,0,0,0,0,1,6,0
0,20,1,0,0,0,1,0,74,1
0,23,0,0,0,0,0,0,12,0
1,27,3,0,0,0,3,1,32,0
1,55,1,0,0,0,18,0,5,1
0,53,0,0,0,0,0,0,11,0
0,23,0,0,0,0,0,0,82,0
1,26,0,0,0,1,5,0,87,1
1,25,0,0,0,0,6,0,74,0
1,23,5,0,0,0,2,1,68,0
1,27,0,0,0,0,4,0,21,1
1,26,0,0,0,0,2,1,6,0
1,29,0,0,0,0,1,1,19,0
1,27,5,0,0,0,1,0,52,1
1,28,2,0,0,0,0,0,152,0
1,31,0,0,0,0,0,1,6,0
1,41,0,0,0,0,8,0,3,1
1,25,1,0,0,0,0,1,32,0
1,47,1,0,0,0,0,1,73,0
1,37,0,0,0,0,4,0,13,0
0,35,0,0,0,0,4,0,52,0
1,24,1,0,0,0,1,1,6,1
1,21,1,0,2,1,2,0,87,1
1,22,1,0,0,0,0,0,95,1
1,57,0,0,0,0,11,0,3,0
1,48,1,0,0,0,0,0,12,0
1,36,5,0,0,0,0,0,12,0
0,37,0,0,0,0,3,0,101,0
1,31,1,0,0,0,0,1,6,0
1,22,0,0,1,0,1,0,53,1
1,31,1,0,0,0,2,1,84,0
1,24,0,0,0,0,0,0,95,1
1,32,0,0,0,1,22,0,5,1
0,23,5,0,0,0,0,1,6,0
1,63,0,0,0,0,0,1,32,0
1,30,5,0,0,0,0,0,46,0
1,26,1,0,0,0,2,0,3,1
1,48,1,0,0,0,2,1,6,0
1,20,1,0,0,2,0,0,12,0
0,24,0,0,0,0,1,1,6,1
0,36,0,0,0,0,1,1,19,0
1,83,2,0,0,0,0,1,6,0
1,28,1,0,0,0,2,0,21,0
1,36,0,0,0,0,3,0,13,1
0,33,0,0,0,0,0,1,153,0
1,39,0,0,0,0,0,0,13,0
1,29,5,0,0,0,3,1,68,0
1,30,0,0,0,0,17,0,5,1
0,19,1,1,1,0,1,1,25,1
1,24,0,0,0,0,1,0,5,1
1,36,2,0,0,0,11,0,5,0
0,29,1,0,0,0,1,0,95,0
1,35,0,0,0,0,7,0,4,0
1,24,0,0,0,1,0,0,13,0
1,26,1,0,0,0,0,1,73,0
1,26,1,0,0,0,8,0,5,0
1,52,0,0,0,0,7,1,59,0
1,28,0,0,0,0,14,0,113,1
1,32,0,0,0,0,0,1,93,0
0,32,1,0,0,0,1,1,6,1
1,33,0,0,0,0,5,1,19,1
1,29,0,0,1,0,16,0,3,0
1,34,1,0,0,0,1,1,154,1
0,37,5,0,0,0,0,1,6,1
1,43,1,0,0,0,0,1,6,0
1,47,1,0,0,0,2,0,107,0
1,25,0,0,0,0,3,1,6,1
0,23,0,0,0,0,1,0,5,0
1,39,1,0,0,0,2,1,6,0
1,35,0,0,0,0,13,0,3,1
1,33,5,0,0,0,0,0,5,0
1,21,5,0,0,0,0,0,155,1
1,43,0,1,0,0,20,0,13,0
1,25,0,0,1,1,3,0,156,1
1,48,0,1,0,0,25,0,5,1
1,22,0,0,0,1,1,1,6,1
1,52,0,1,0,0,9,1,6,1
1,26,1,0,0,0,5,0,3,1
1,67,0,0,0,0,4,1,12,1
1,34,0,0,0,0,4,1,5,0
1,56,1,0,0,0,4,1,60,0
1,28,0,0,0,0,1,0,4,1
1,29,0,0,0,0,2,1,6,0
1,37,0,0,0,0,6,0,66,1
1,43,5,0,0,0,3,0,82,0
1,51,1,0,0,0,0,0,119,0
1,20,0,0,0,1,1,1,27,1
1,26,1,0,0,0,4,1,29,1
0,39,1,0,0,0,1,1,6,1
1,21,0,0,0,1,1,0,5,0
1,21,0,0,1,1,1,0,157,1
1,24,1,0,2,0,3,0,13,1
1,26,0,0,1,0,4,1,6,1
1,48,1,0,0,0,1,0,3,0
1,24,0,0,1,0,5,0,21,1
1,26,1,0,0,0,0,0,3,0
1,46,1,0,0,0,0,0,3,0
0,30,2,0,0,0,1,1,134,0
1,24,0,0,1,1,7,1,6,0
0,21,1,0,0,0,0,1,27,0
1,24,0,0,0,0,1,0,5,1
1,30,0,0,0,0,1,0,5,0
1,36,0,0,0,0,9,1,60,0
1,30,0,0,0,0,5,0,48,1
0,22,1,0,0,0,1,0,49,0
1,25,0,0,0,0,0,0,158,1
1,31,0,0,3,0,25,1,58,1
1,24,0,0,0,0,0,0,104,0
1,39,0,0,0,0,13,0,95,1
1,46,5,0,0,0,0,0,159,0
1,48,0,0,0,0,5,1,160,1
0,30,0,0,0,0,4,0,74,0
1,40,1,0,0,0,0,0,147,0
0,52,0,0,0,0,0,0,1,0
1,23,0,1,0,1,3,0,136,0
0,26,0,0,0,0,1,1,6,0
1,22,1,0,1,0,1,0,12,1
1,42,1,0,0,0,3,0,3,0
1,23,0,0,3,1,6,0,95,1
1,33,5,0,0,0,4,0,161,1
1,28,0,0,0,0,1,0,5,0
0,37,1,0,0,0,4,1,19,0
1,50,1,0,0,0,1,0,57,0
1,38,3,0,0,1,25,1,63,1
1,32,0,0,0,0,1,0,5,0
1,24,2,0,0,0,3,0,95,1
1,51,0,0,0,0,3,0,12,0
1,19,1,0,0,0,1,1,6,1
1,32,0,0,0,0,4,0,5,0
0,31,1,0,0,0,1,0,3,1
0,29,0,0,0,0,1,0,5,0
1,43,2,0,0,0,0,1,6,0
1,26,0,0,0,0,9,0,13,1
1,27,1,0,0,0,0,0,162,1
1,52,1,0,0,0,1,0,95,1
1,27,2,0,0,0,1,1,163,0
0,57,2,0,0,0,1,1,6,0
1,28,0,0,0,0,3,1,5,1
1,32,0,0,0,0,3,0,74,1
1,27,0,0,0,0,5,1,163,1
1,45,2,0,0,0,0,1,164,1
0,42,1,0,0,0,0,1,68,0
1,33,0,0,0,0,0,0,11,1
1,26,1,0,0,0,4,1,6,0
0,28,1,0,0,1,3,1,6,0
0,53,1,0,0,0,0,1,84,0
1,24,1,0,0,0,0,0,12,0
1,28,2,0,0,0,1,0,7,0
1,28,2,0,0,0,1,0,46,0
1,39,0,0,0,1,6,1,132,1
1,22,0,0,0,0,1,0,3,1
1,46,0,0,0,0,2,0,12,1
1,25,0,0,0,0,0,1,6,0
1,52,1,0,0,0,1,0,5,0
1,28,0,0,0,0,4,1,6,1
0,57,1,0,0,0,1,0,3,1
1,49,0,0,0,0,3,0,5,1
1,21,0,0,0,0,2,0,3,1
1,32,0,0,0,0,19,0,3,1
1,63,0,0,0,0,3,1,165,0
1,29,1,0,0,0,2,0,91,0
1,46,0,0,0,0,0,1,6,0
1,23,0,0,0,0,5,0,5,1
1,28,0,0,0,0,10,1,6,1
1,27,0,0,0,0,1,0,5,0
0,69,2,0,0,0,0,1,166,0
1,47,2,0,0,0,0,1,6,0
1,45,2,0,0,0,1,0,167,0
0,33,1,0,0,0,1,1,6,0
0,27,2,0,0,0,0,1,6,1
1,47,1,0,0,0,4,0,168,1
1,32,0,0,0,0,14,0,87,1
1,24,0,0,0,0,2,0,57,0
1,26,0,0,0,0,5,0,11,1
1,47,2,0,0,0,0,1,6,0
1,25,1,0,0,0,1,0,3,0
1,21,0,0,0,0,1,0,3,0
1,25,0,0,0,0,2,1,6,1
1,22,0,1,1,0,6,0,5,1
0,26,1,0,0,0,0,0,49,0
1,20,1,0,0,0,0,0,21,0
1,30,0,0,0,0,1,1,6,1
1,45,0,0,0,0,0,0,54,1
1,33,0,0,0,0,7,0,3,1
1,35,1,0,0,0,2,0,75,0
1,41,1,0,0,0,5,0,11,0
1,23,1,0,0,0,0,1,29,0
0,21,1,0,1,0,0,1,68,1
1,54,0,0,0,0,0,0,3,0
1,27,0,0,0,0,10,0,5,1
1,22,1,0,0,0,0,1,132,0
0,21,2,0,0,0,0,1,6,1
1,23,0,0,0,0,2,0,21,1
1,30,2,0,0,0,1,1,6,0
1,36,0,0,0,0,5,1,29,1
0,24,2,0,0,0,2,0,3,1
1,29,0,0,0,1,10,0,150,1
1,54,0,0,0,0,4,1,6,1
1,22,1,0,0,0,2,1,6,1
1,38,1,0,0,0,2,0,10,0
1,26,0,0,0,0,0,1,6,1
0,20,0,0,0,0,0,0,12,0
1,52,0,0,0,0,6,1,6,1
1,29,0,0,0,0,0,0,169,0
0,23,0,0,0,0,6,1,25,0
1,35,0,0,0,0,1,1,5,0
1,32,1,0,0,0,8,0,66,1
1,21,0,0,0,0,1,1,6,1
1,25,2,0,0,0,0,0,42,0
1,32,0,0,1,0,5,1,6,1
1,30,0,0,0,0,4,1,6,1
0,30,0,0,0,0,3,0,17,0
1,23,0,0,0,0,2,0,5,1
1,32,1,1,0,0,8,0,119,0
1,52,1,0,0,0,1,0,170,0
1,29,0,0,0,0,6,0,5,1
1,42,1,0,0,0,0,1,171,0
1,21,0,0,0,1,0,0,7,1
0,36,1,0,0,0,4,0,5,1
0,22,0,0,0,0,0,1,6,0
1,45,2,0,0,0,2,0,172,0
1,29,0,0,0,0,0,1,173,0
1,54,0,0,0,0,2,1,86,0
1,30,0,0,0,0,6,0,5,1
1,51,0,0,0,0,17,1,174,0
1,45,2,0,0,0,20,0,13,1
1,27,0,0,0,0,3,0,175,1
1,24,2,0,0,0,1,0,5,1
1,24,1,0,0,0,2,0,49,0
1,23,0,0,0,0,2,1,6,0
0,42,5,0,0,0,2,1,176,0
1,36,0,0,0,0,5,0,3,0
0,38,0,0,1,0,8,1,6,1
1,69,2,0,0,0,0,1,6,0
1,21,2,0,0,1,1,0,5,1
1,59,2,0,0,0,1,1,177,0
1,39,0,0,0,0,1,0,5,0
1,29,0,0,0,0,2,0,175,0
1,22,2,0,0,0,1,1,6,1
1,28,0,0,0,0,1,0,72,0
1,44,1,0,0,0,6,0,13,0
1,25,0,0,0,0,2,0,87,0
1,31,0,0,0,0,0,0,13,0
1,35,0,0,1,0,17,1,6,1
1,27,0,0,0,0,11,1,5,1
1,33,0,0,0,0,1,0,107,0
1,28,0,0,0,0,6,0,20,1
1,20,0,1,0,1,1,0,5,1
1,60,1,0,0,0,1,0,5,0
1,53,2,0,0,0,0,1,6,0
1,51,2,0,0,0,0,0,178,1
1,25,2,0,0,0,1,0,5,0
1,27,0,2,1,0,5,0,179,1
0,54,0,0,0,0,0,0,52,0
0,26,0,0,0,1,3,1,27,0
1,24,1,1,2,0,3,1,6,0
1,55,2,0,0,0,1,0,5,1
1,26,2,0,0,0,0,0,96,0
0,75,0,0,0,0,5,0,5,0
1,36,0,0,0,0,16,0,13,1
1,56,0,0,0,0,8,0,5,0
1,34,5,0,0,0,0,0,15,1
0,25,0,0,0,0,5,1,133,1
1,46,1,0,0,0,0,0,111,0
1,27,0,0,0,0,1,0,5,0
1,24,0,0,0,0,1,1,5,0
1,28,0,0,0,0,3,1,130,1
1,42,0,1,0,1,13,1,92,1
1,59,0,0,0,0,2,1,68,0
1,39,1,0,0,0,1,0,180,0
1,46,1,0,0,0,5,1,6,0
1,25,5,0,0,0,1,0,117,0
1,55,1,0,0,0,2,0,77,0
1,35,0,0,0,0,1,1,59,1
1,43,0,0,0,0,0,1,6,1
0,53,1,0,0,0,0,1,68,0
0,21,0,0,0,0,0,1,6,0
1,55,0,0,0,0,17,0,3,1
1,27,0,0,0,0,1,0,4,1
1,40,0,0,0,0,0,0,46,0
0,37,1,0,0,0,0,1,171,0
1,32,1,0,0,0,2,1,6,1
1,32,0,0,0,0,2,1,42,0
1,36,0,0,0,0,4,1,6,1
1,22,2,0,0,0,0,1,37,0
0,31,0,0,0,0,0,0,12,0
0,26,0,0,0,0,4,0,11,1
0,50,1,0,0,0,30,1,5,1
1,47,0,0,0,0,4,0,3,0
1,36,0,0,0,0,2,0,57,0
0,38,1,0,0,0,0,0,75,0
1,35,5,0,0,0,0,0,87,0
1,53,1,0,0,0,0,0,75,0
1,53,0,0,0,0,2,0,11,0
1,57,0,0,0,0,19,0,2,0
1,22,0,0,0,0,5,0,5,1
1,21,0,0,0,0,0,0,12,1
1,26,0,0,0,0,0,0,20,1
0,24,0,0,0,0,1,0,72,0
1,27,0,0,0,0,2,0,76,0
0,49,1,0,0,0,4,0,5,0
1,47,1,0,0,0,1,0,3,1
1,30,0,0,0,0,8,0,3,1
1,44,1,0,0,0,3,0,3,0
1,34,0,0,0,0,1,0,72,0
1,45,0,0,0,0,10,0,82,1
1,38,2,0,0,0,0,0,95,0
1,50,1,0,0,0,2,1,6,0
1,29,1,0,0,0,1,1,6,0
1,26,1,0,0,0,0,0,71,0
1,44,2,0,0,0,2,1,5,0
0,22,0,0,0,0,1,0,12,1
1,47,2,0,0,0,0,1,32,0
1,49,1,0,0,0,0,0,3,0
1,49,0,0,0,0,1,0,101,1
1,59,1,0,0,0,2,0,5,0
1,32,1,0,0,0,6,1,6,0
1,24,0,0,0,2,1,1,19,1
1,40,2,0,0,0,0,1,166,0
1,32,0,0,0,0,0,0,91,0
0,54,2,0,0,0,0,1,32,0
1,27,0,0,0,1,9,0,5,1
0,40,2,0,0,0,1,1,6,0
1,25,1,0,0,0,2,1,97,0
1,34,0,0,0,0,1,1,27,0
0,62,1,0,0,0,2,0,181,1
1,20,1,0,0,0,0,1,6,1
1,37,0,2,0,0,18,1,6,0
0,30,1,0,0,0,5,0,22,1
1,23,0,0,0,0,1,0,96,1
0,20,0,0,0,0,0,0,12,0
1,29,1,0,0,0,7,1,130,1
1,24,0,0,0,0,1,0,179,0
0,54,1,0,0,0,1,1,101,0
1,66,0,0,0,0,3,0,3,0
1,50,1,0,0,0,8,0,5,0
1,50,0,0,0,0,7,0,82,0
1,40,1,0,0,0,3,0,11,0
0,30,0,0,0,0,4,1,25,1
0,24,1,0,0,0,2,0,5,0
1,24,2,0,0,0,0,0,148,1
0,23,0,0,0,0,3,0,5,1
1,24,0,0,0,0,4,1,171,1
1,54,1,0,0,0,3,1,25,1
1,25,1,0,0,2,4,1,27,0
1,46,1,0,0,0,1,1,133,0
0,35,2,0,0,0,10,0,2,0
1,25,5,0,0,0,1,0,74,0
0,22,1,0,0,0,0,1,132,0
0,32,1,0,0,0,1,0,107,0
1,25,0,0,0,0,0,1,58,1
1,22,0,0,0,0,3,0,5,1
1,33,0,0,0,0,16,0,13,1
0,49,1,0,0,0,0,1,6,1
1,30,0,0,0,0,10,0,5,0
1,33,0,0,0,0,4,1,6,1
1,24,0,0,0,0,0,0,182,0
1,33,0,0,0,1,12,1,6,1
1,37,1,0,0,0,0,1,19,0
0,40,1,0,0,0,0,1,6,0
1,27,1,0,0,0,1,0,101,0
1,43,0,0,0,0,9,0,148,1
1,26,1,0,0,0,11,0,5,0
1,35,0,0,0,0,5,0,13,1
1,25,0,0,1,0,11,0,12,1
1,61,0,0,0,0,1,0,11,1
1,53,1,0,0,0,1,0,5,1
0,27,2,0,0,0,0,0,12,0
0,52,0,0,0,0,1,0,31,0
1,26,1,0,0,0,7,1,59,1
1,39,0,0,0,0,1,1,27,1
1,47,0,0,0,0,5,0,5,0
1,50,1,0,0,0,1,0,152,0
0,52,1,0,0,0,6,1,183,0
0,41,1,0,0,0,0,1,6,0
1,37,1,0,0,0,0,1,6,0
0,24,0,0,0,0,0,0,184,0
0,34,0,0,0,0,14,0,57,0
1,24,0,0,0,0,5,0,31,1
1,20,5,0,0,0,0,1,119,1
1,25,1,0,0,0,1,1,27,1
1,31,1,0,0,0,3,1,58,0
0,62,1,0,0,0,0,1,171,0
1,23,1,0,0,0,0,0,5,1
0,60,1,0,0,0,0,0,12,0
1,35,1,0,0,0,0,1,6,0
0,24,0,0,0,0,0,0,12,0
0,56,1,0,0,0,1,0,5,1
1,30,1,0,0,0,0,1,68,0
1,41,1,0,0,0,17,1,33,1
1,35,1,0,0,0,4,0,11,1
0,28,1,0,0,0,0,1,185,0
1,23,0,0,1,0,1,1,186,0
1,56,0,0,0,0,0,0,187,0
1,23,0,0,0,0,2,0,188,1
1,20,2,0,0,0,0,0,74,1
1,37,2,0,1,0,4,0,5,0
1,23,1,0,1,0,1,1,6,0
1,21,0,0,0,0,0,0,74,1
0,21,0,1,2,2,3,0,189,0
0,35,0,0,0,0,2,0,5,0
1,33,1,0,0,0,3,1,19,0
1,21,2,0,0,0,0,0,31,0
1,41,0,2,1,0,9,1,190,0
1,24,0,0,0,0,0,0,95,0
1,20,2,0,0,0,2,0,95,1
1,28,0,0,0,0,9,0,10,1
1,25,3,0,0,0,7,0,70,0
1,49,0,0,0,0,3,0,3,0
0,22,2,0,0,0,0,0,12,0
1,21,0,0,0,0,0,0,95,1
0,27,0,0,0,0,3,0,87,1
1,32,0,0,0,0,4,0,5,1
1,50,0,0,0,0,4,1,63,0
0,23,0,0,0,0,0,1,6,0
1,34,1,0,0,0,0,1,6,0
1,35,0,0,0,0,1,1,6,0
1,25,0,0,0,1,4,0,86,1
0,33,1,0,0,0,2,0,81,1
1,25,5,0,0,0,1,1,6,1
1,30,2,0,0,0,0,1,6,0
1,42,3,0,0,0,0,1,33,0
0,29,1,0,0,0,11,0,3,1
0,32,0,0,0,0,6,0,5,1
1,24,5,0,0,0,5,0,4,0
1,52,0,0,0,0,3,0,5,0
0,26,1,0,0,0,3,1,6,0
1,31,1,0,0,0,2,0,3,1
1,38,2,0,0,0,0,0,46,0
1,47,1,0,0,0,2,1,33,0
1,25,0,0,0,0,5,0,5,0
0,30,1,0,0,0,0,0,3,0
1,20,0,0,0,0,0,1,6,1
0,29,0,0,0,0,2,0,12,0
1,24,4,0,0,0,0,0,96,0
1,31,1,0,0,0,0,0,191,0
0,54,1,0,0,0,12,0,192,0
0,37,1,0,0,0,1,1,68,0
1,43,2,0,0,0,0,1,6,1
1,49,1,0,0,0,8,0,116,1
0,33,0,0,0,0,1,0,10,0
1,20,0,0,0,0,1,0,5,0
1,42,0,0,0,0,0,1,79,0
1,44,1,0,0,0,0,0,193,1
1,28,0,0,0,0,5,0,5,1
1,32,0,0,0,0,4,0,5,1
1,28,0,0,0,0,7,0,52,1
1,38,1,0,0,0,0,0,72,0
1,38,0,0,0,0,3,0,144,0
1,21,1,0,0,0,1,0,15,0
0,34,0,0,0,0,0,1,6,0
1,21,1,0,0,0,1,0,4,1
1,36,0,0,0,0,1,0,3,1
1,29,0,0,0,0,0,1,115,1
1,34,0,0,0,1,3,0,3,1
1,38,0,0,0,0,1,1,5,0
1,36,1,0,0,0,0,0,91,0
1,32,2,0,0,0,0,1,6,0
1,23,0,0,0,0,0,1,6,0
1,47,1,0,0,0,0,1,84,0
1,20,0,0,0,0,0,0,20,0
0,25,0,0,0,0,2,0,15,1
1,35,0,0,0,0,0,1,6,0
0,30,1,0,0,0,1,0,194,0
0,28,1,0,0,0,1,1,6,0
1,30,1,0,0,0,2,1,195,1
0,45,1,0,0,0,3,1,6,0
1,24,0,0,0,0,2,1,5,1
1,22,0,0,0,0,0,0,46,0
1,20,5,0,8,1,8,0,13,1
0,42,0,0,0,0,0,1,6,1
1,24,0,1,1,0,8,0,5,1
1,40,2,0,0,0,0,1,196,0
1,27,5,0,0,0,1,0,46,0
1,60,0,0,0,0,12,0,13,0
1,33,0,0,0,0,6,1,6,0
1,34,0,0,0,0,2,1,6,1
1,24,1,0,0,0,4,1,6,0
1,27,0,0,0,0,0,1,6,1
1,29,0,1,1,1,4,0,197,1
1,21,1,1,0,1,1,0,150,1
1,32,2,0,0,0,0,1,6,0
1,30,1,0,0,0,10,0,5,1
0,42,1,0,0,0,0,0,3,1
1,32,0,0,0,0,1,0,11,0
1,27,5,0,0,0,0,0,88,0
1,30,1,0,0,0,3,1,6,0
1,22,0,0,0,0,1,0,5,1
1,20,1,0,0,0,0,1,6,1
1,57,1,0,0,0,0,1,6,0
1,51,1,0,0,0,3,0,46,1
1,21,0,0,0,0,0,0,12,0
1,22,0,0,0,0,0,0,87,0
1,35,0,0,0,0,4,0,22,1
0,54,1,0,0,0,1,0,168,0
1,58,1,0,0,0,2,0,15,0
0,32,1,0,0,0,0,0,75,1
0,39,0,0,0,0,22,0,3,1
1,30,1,0,0,0,9,1,59,1
1,20,0,0,0,0,0,0,74,1
1,40,5,0,0,0,0,1,6,0
0,45,1,0,0,0,5,1,166,0
1,31,0,0,0,0,4,0,5,1
1,23,2,0,0,0,4,0,49,0
1,26,2,0,0,0,0,1,59,1
0,53,1,0,0,0,1,1,6,0
1,44,1,0,0,0,0,1,4,0
0,44,1,0,0,0,1,1,68,0
1,21,1,0,0,0,0,0,142,1
1,28,0,0,0,0,0,1,84,0
1,28,1,0,0,0,2,1,6,0
1,24,0,0,0,0,0,0,7,1
1,28,0,0,0,0,0,0,10,0
1,53,1,0,0,0,4,0,3,0
1,47,2,0,0,0,1,0,5,0
1,20,0,0,0,0,1,0,10,0
1,21,0,0,0,0,0,1,198,0
1,30,5,0,0,0,1,0,52,1
1,37,1,0,0,0,1,1,6,1
1,60,2,0,0,0,1,0,72,0
1,26,2,0,0,0,1,1,6,1
1,30,1,0,0,0,0,1,6,0
1,26,1,0,0,0,2,0,5,1
0,26,0,0,0,0,5,0,62,1
1,21,2,0,0,0,0,0,3,0
0,39,0,0,0,0,1,0,5,0
1,30,5,0,0,0,0,0,46,0
1,44,0,0,0,0,2,0,5,0
1,45,1,0,0,0,0,1,6,0
1,30,0,0,0,0,1,0,12,0
1,38,4,0,0,0,2,0,52,0
1,23,1,0,0,0,6,0,150,1
1,37,0,0,0,0,1,0,4,0
1,46,4,0,0,0,0,1,6,0
1,42,0,0,0,0,0,0,11,0
0,20,0,0,0,0,0,0,31,1
1,65,1,0,0,0,2,1,58,0
1,54,1,0,0,0,4,1,199,0
1,47,0,0,0,0,7,0,11,1
1,39,0,0,0,0,5,0,2,1
1,26,1,0,0,0,0,0,200,1
1,29,1,0,0,0,7,1,6,1
1,51,1,0,0,0,7,0,95,1
1,44,0,0,0,0,0,1,6,0
1,49,1,0,0,0,12,1,27,0
1,22,0,0,0,0,0,0,44,1
1,32,0,0,0,0,4,1,19,1
1,27,0,0,0,0,0,1,6,0
1,30,1,0,0,0,0,1,201,0
1,22,0,0,3,1,6,0,5,1
1,20,0,2,0,0,2,0,5,1
1,28,2,0,0,0,11,1,6,0
1,45,5,0,0,0,0,1,6,0
0,51,1,0,0,0,5,0,5,0
1,27,0,0,0,0,4,0,12,1
1,32,0,0,0,0,0,0,22,1
1,43,0,0,0,0,2,0,5,0
0,63,0,0,0,0,1,0,202,0
1,37,1,0,0,0,2,0,111,0
1,26,0,0,0,0,0,0,95,1
1,32,0,1,2,0,17,0,3,1
1,26,0,0,0,0,0,1,6,0
1,32,5,0,0,0,4,0,34,0
1,39,2,0,0,0,3,0,5,0
0,58,0,0,0,0,4,0,12,0
1,33,5,0,0,0,0,1,6,0
0,22,1,0,0,1,1,1,68,0
1,26,0,0,0,0,6,1,68,1
1,21,0,2,0,1,2,0,3,1
0,29,0,0,0,0,1,0,101,1
1,31,1,0,0,0,0,0,87,1
1,43,1,0,0,0,2,0,5,0
1,23,0,0,0,0,0,1,6,0
1,25,1,0,0,0,0,0,12,0
1,22,0,0,0,0,6,0,5,0
1,30,0,0,0,0,6,0,203,0
1,25,0,0,3,1,15,0,10,1
1,20,0,0,0,1,0,0,21,1
1,39,2,0,0,0,0,0,10,0
1,31,0,0,0,0,3,0,5,1
1,33,0,0,0,0,1,0,103,1
1,59,0,0,0,0,1,0,3,0
1,21,2,0,0,2,1,0,5,0
1,53,0,0,0,0,8,0,3,1
1,34,1,0,0,0,2,1,5,0
1,36,1,0,0,0,6,0,204,0
1,23,0,0,0,0,0,0,7,0
1,32,0,0,0,0,2,1,5,0
1,32,0,0,0,0,11,1,5,1
0,66,1,0,0,0,1,1,205,0
1,66,5,0,0,0,0,1,80,0
0,24,1,0,0,0,0,1,6,0
1,30,0,0,0,0,7,0,21,1
1,28,0,0,0,0,1,1,6,0
1,43,1,0,0,0,4,0,119,1
1,35,0,0,0,0,3,1,6,0
1,19,0,3,0,0,2,0,5,1
1,33,1,0,0,0,0,0,206,1
1,22,0,0,0,0,1,1,6,1
1,29,0,0,0,0,0,0,22,0
0,23,0,0,0,0,0,1,6,0
1,62,0,0,0,0,15,0,5,0
0,33,1,0,0,0,0,1,207,0
1,35,0,0,0,0,1,1,208,0
1,53,1,0,0,0,0,0,49,0
1,59,1,0,0,0,17,0,5,1
0,48,1,0,0,0,0,1,6,0
0,33,0,0,0,0,1,0,209,0
1,44,1,0,0,0,0,1,19,0
1,31,1,0,0,0,10,0,13,1
1,28,0,0,0,1,2,0,23,1
1,56,5,0,0,0,9,0,210,0
1,51,2,0,0,0,1,0,7,0
1,23,0,0,0,0,0,0,42,1
1,21,2,0,0,0,0,0,71,0
1,26,1,0,0,0,0,0,55,0
1,22,0,0,3,0,3,0,211,0
1,29,0,0,0,0,0,1,6,0
1,20,0,0,1,1,2,0,74,1
1,44,1,0,0,0,0,1,6,0
1,41,0,0,0,0,2,0,5,0
0,28,0,0,0,1,4,0,10,0
1,27,1,0,0,0,1,1,19,1
1,31,1,0,0,0,7,1,109,0
1,23,1,0,0,0,5,0,5,1
1,33,0,0,0,0,16,1,5,1
1,26,0,0,0,0,3,0,112,1
1,20,0,0,0,2,0,0,22,0
1,55,1,0,0,0,2,1,6,1
1,36,0,0,0,0,0,0,13,0
1,48,5,0,0,0,4,0,87,1
1,22,5,0,0,0,5,0,5,1
1,23,0,1,0,0,1,1,6,0
1,34,0,0,2,1,19,0,53,1
0,59,1,0,0,0,1,0,67,0
